"","ID","item","ht","cl","sr","fb","nw","rb","cohort","gloss","spanish","Sex","age","year_tested","year_entry"
"468",44,"town",0,0,0,1,0,0,"hearing","And, can you tell me what is the direction of your house?","Me puedes decir cual es la direccion para tu casa?","M",27.6,2011,NA
"469",44,"town",0,0,0,0,0,0,"hearing","The route that is most closest to your home?","La routa mas cercana a tu casa?","M",27.6,2011,NA
"470",2,"town",1,1,0,0,0,0,"second","YOU HOUSE QUESTION YOU HOUSE WHAT",NA,"M",21.9,2008,1990
"471",4,"town",0,0,0,0,0,0,"second","LIVE HOUSE LIVE HOUSE",NA,"M",27.2,2009,1986
"472",5,"town",1,1,0,1,1,0,"second","YOU HOUSE WHAT",NA,"M",26.2,2008,1986
"473",13,"town",0,0,0,1,0,0,"second","DIRECTIONS YOU HOUSE DIRECTIONS","","F",34.1,2017,1985
"474",28,"town",0,1,0,1,1,0,"third","YOU WHERE HOUSE ADDRESS","","M",21.9,2017,1999
"475",50,"town",1,0,0,0,0,0,"hearing","Where do you live? What's your address?","Donde vives? Tu domicilio? ","F",43.5,2017,NA
"476",23,"town",1,0,0,0,0,0,"third","WHAT STAY HOUSE",NA,"F",23.8,2017,1997
"477",6,"town",1,1,0,0,1,0,"second","WHERE HOUSE",NA,"F",29.8,2011,1987
"478",7,"town",1,0,0,0,0,0,"first","YOU HOUSE WHAT",NA,"F",31.8,2008,1983
"479",8,"town",1,1,0,0,0,1,"first","YOU HOUSE WHAT HOUSE",NA,"F",40.1,2008,1974
"480",39,"town",1,0,0,1,0,0,"hearing","What is the direction  of your house? ","Cual  el la direccion de tu casa?","M",24.7,2010,NA
"481",39,"town",1,0,0,1,0,0,"hearing","What is the direction of your house","Cual es la direccion de tu casa?","M",24.7,2010,NA
"482",38,"town",1,0,0,0,0,1,"hearing","The direction of your house?","La direccion de tu casa?","F",28.7,2010,NA
"483",41,"town",0,0,0,1,0,0,"hearing","What house do you live in?","En que casa vives?","F",24.8,2010,NA
"484",34,"town",0,0,0,0,0,0,"hearing","What house do you live in?","En que casa vives?","F",NA,2010,NA
"485",36,"town",0,0,0,0,0,1,"hearing","Where do you live?","Donde vives?","M",23.8,2010,NA
"486",37,"town",0,0,0,0,0,0,"hearing","The direction of your house?","La dirrecion de tu casa?","F",55.3,2010,NA
"487",9,"town",0,0,0,0,0,0,"first","YOU HOUSE WHAT",NA,"M",31,2008,1983
"488",10,"town",0,1,0,0,0,0,"second","HOUSE QUESTION WHAT",NA,"F",27.2,2009,1987
"489",10,"town",0,1,0,1,2,0,"second","HOUSE QUESTION... WHERE HOUSE QUESTION WHAT",NA,"F",27.2,2009,1987
"490",11,"town",0,2,0,0,1,0,"second","QUESTION  YOU LOCATION HOME",NA,"M",23.1,2008,1989
"491",14,"town",0,2,0,1,1,0,"second","WHERE YOU HOUSE (inc) LOCATION point in space WHERE YOU CASA QUESTION",NA,"F",23.3,2008,1989
"492",14,"town",0,1,0,1,1,0,"second","WHERE YOU HOUSE (inc) LOCATION point in space WHERE YOU CASA QUESTION",NA,"F",23.3,2008,1989
"493",14,"town",0,0,0,1,1,0,"second","WHERE YOU LOCATION HOUSE QUESTION",NA,"F",23.3,2008,1989
"494",15,"town",0,0,1,1,0,0,"third","HOUSE WHAT QUESTION WHAT",NA,"F",28.8,2017,1994
"495",16,"town",0,0,0,1,0,0,"third","HOUSE",NA,"M",18,2010,1997
"496",16,"town",1,0,0,1,0,0,"third","YOU HOUSE NEAR WHERE HOUSE NEAR",NA,"M",18,2010,1997
"497",18,"town",0,0,0,1,0,0,"third","QUESTION HOUSE",NA,"M",19.3,2009,1993
"498",19,"town",0,1,0,1,0,0,"third","QUESTION WHERE YOUR HOUSE",NA,"M",18.7,2009,1993
"499",20,"town",1,0,0,1,0,0,"second","QUESTION YOU HOUSE",NA,"M",23.9,2008,1990
"500",21,"town",1,1,0,1,1,0,"second","QUESTION YOU LOCATION YOU HOUSE WHAT",NA,"M",21.5,2008,1990
"501",22,"town",0,0,0,1,1,0,"first","YOU HOUSE",NA,"M",30.5,2008,1978
"502",24,"town",0,0,0,0,0,0,"first","YOU HOUSE",NA,"M",30.9,2008,1980
"503",25,"town",0,0,0,0,0,1,"third","HAVE YOU HOUSE",NA,"F",19.4,2009,1994
"504",25,"town",0,0,0,0,0,0,"third","WHERE YOU LIVE",NA,"F",19.4,2009,1994
"505",26,"town",0,0,0,0,0,0,"first","WHAT DIRECTIONS WHAT",NA,"M",50,2017,1974
"506",27,"town",0,0,0,1,0,0,"third","YOU WHERE HOUSE WHERE YOU WHERE HOUSE ? QUESTION HOUSE WHERE ?",NA,"M",23.4,2017,1998
"507",29,"town",0,0,0,0,0,1,"third","HOUSE",NA,"M",15.9,2009,1997
"508",30,"town",1,1,0,1,1,0,"third","YOU HOUSE WHAT",NA,"F",16.1,2010,1998
"509",30,"town",1,0,0,1,0,1,"third","YOUR YOU HOUSE YOUR",NA,"F",16.1,2010,1998
"510",31,"town",0,0,0,1,1,0,"first","YOU HOUSE",NA,"M",30.5,2008,1982
"511",32,"town",0,0,0,1,0,0,"first","DIRECTION YOU HOUSE DIRECTION",NA,"M",42.8,2017,1979
"512",33,"town",1,0,0,1,0,0,"first","YOU HOUSE WHAT",NA,"F",31,2008,1983
"513",45,"town",0,0,0,0,0,0,"second","HOUSE",NA,"F",26.5,2011,1990
"514",45,"town",0,0,0,1,0,0,"second","NUMBER MORE YOU HOUSE",NA,"F",26.5,2011,1990
"515",45,"town",0,0,0,0,0,0,"second","BUS MORE YOU HOUSE",NA,"F",26.5,2011,1990
"516",46,"town",0,0,0,0,0,1,"hearing","where do you live?","donde vives?","M",17,2017,NA
"517",48,"town",1,0,1,0,0,0,"hearing","Where do you live?","Donde vives?","F",20.6,2017,NA
"518",49,"town",0,0,0,1,0,0,"hearing","Your address?Where do you live? ","Y tu domicilio? Adonde vives?","M",32.2,2017,NA
"519",3,"town",0,1,0,0,1,0,"second","WHERE LOCATION YOU HOUSE",NA,"F",21.8,2008,1990
"520",37,"transportation",1,0,0,0,0,0,"hearing","Was your school close?","Te quedaba cerca tu escuela?","F",55.3,2010,NA
"521",29,"transportation",0,0,0,0,0,0,"third","QUESTION YOUR DIRECTION ANSNIC",NA,"M",15.9,2009,1997
"522",34,"transportation",1,0,0,0,0,0,"hearing","how do you get to work or school?","que transporte te lleva al trabajo o a la escuela?","F",27.6,2010,NA
"523",34,"transportation",0,0,0,0,0,0,"hearing","which bus takes you nearest to your house?","(not looking at camera) que ruta mas cerca te lleva a tu casa? ","F",27.6,2010,NA
"524",34,"transportation",0,0,0,0,0,0,"hearing","which bus takes you nearest to your house?","que ruta  mas cercate lleva a tu casa?","F",27.6,2010,NA
"525",34,"transportation",0,0,0,0,0,0,"hearing","what transportation brings you to work?","en que transporte al trabajo te lleva?","F",27.6,2010,NA
"526",34,"transportation",0,0,0,0,0,0,"hearing","in what, how?","que en, como?","F",27.6,2010,NA
"527",34,"transportation",0,0,0,0,0,0,"hearing","how do you get to work?","en que te vas al trabajo?","F",27.6,2010,NA
"528",34,"transportation",0,0,0,0,0,0,"hearing","what transportation brings you to college?","en que transporte te lleva a la universidad?","F",27.6,2010,NA
"529",34,"transportation",0,0,0,0,0,0,"hearing","what do you take to get to the university?","en que te lleva a la universidad?","F",27.6,2010,NA
"530",35,"transportation",0,0,1,0,0,0,"hearing","what route passes near your house","que ruta pasa cerca de tu casa","F",30.2,2010,NA
"531",35,"transportation",0,0,0,0,0,0,"hearing","in what do you go to school","en que te vas a la escuela?","F",30.2,2010,NA
"532",35,"transportation",0,0,0,0,0,0,"hearing","in what do you go to work?","en que te vas al pegue","F",30.2,2010,NA
"533",35,"transportation",0,0,0,0,0,0,"hearing","in what do you go to university?","en que te vas a la universidad","F",30.2,2010,NA
"534",42,"transportation",0,0,0,0,0,0,"hearing","What do you go on?","En que te vas?","M",29.4,2011,NA
"535",42,"transportation",1,0,0,0,0,0,"hearing","And the route closest to you that passes by your house?","Y la routa mas cercas que pasa por tu casa?","M",29.4,2011,NA
"536",42,"transportation",1,0,0,0,0,0,"hearing","The bus that pases closest to your house?","El bus mas cercano que pasa por tu casa?","M",29.4,2011,NA
"537",42,"transportation",0,0,0,0,0,0,"hearing","And what is the route? - what is the route? - (background noise)","Y cual es la routa - cual es la routa que - (background noise)","M",29.4,2011,NA
"538",42,"transportation",0,1,0,0,0,1,"hearing","When you go to work, what do you go in?","Cuando vas a tu trabajo, en que te vas?","M",29.4,2011,NA
"539",42,"transportation",1,0,0,0,0,0,"hearing","When you use to go to university, what did you go in?","Cuando ibas a la universidad, en que te ibas?","M",29.4,2011,NA
"540",43,"transportation",0,0,0,0,0,1,"hearing","What do you use to transport for school?","Que te transportas en la escuela?","M",26,2011,NA
"541",43,"transportation",0,0,0,0,0,0,"hearing","What do you use to transport to go to work?","Que te transportas para ir al trabajo?","M",26,2011,NA
"542",43,"transportation",1,0,0,0,0,0,"hearing","When you use to go to university what did you go in or en que te transportas?","Cuando ibas a la universidad en que ibas o que te transportas?","M",26,2011,NA
"543",43,"transportation",1,0,1,0,0,0,"hearing","What is the route or bus that passes closest to your house?","Cual es la routa o bus que pasa mas cerca a tu casa?","M",26,2011,NA
"544",44,"transportation",2,0,0,2,0,0,"hearing","What type of transportation do you use to go to school or work?","Que typo de transporte usas para ir a tu trabajo o escuela?","M",27.6,2011,NA
"545",44,"transportation",1,0,1,0,1,0,"hearing","What is the route that takes you closest to your home?","Cual es la routa que te lleva mas cerca a tu casa?","M",27.6,2011,NA
"546",44,"transportation",0,1,1,0,0,0,"hearing","What transportation to do you to go to university?","Que transporte utilzas para ir a la universidad?","M",27.6,2011,NA
"547",44,"transportation",0,2,0,0,0,0,"hearing","And to go to university, what transportationd do you use? ","Y para ir a la universidad, que transporte usas?","M",27.6,2011,NA
"548",4,"transportation",0,1,0,1,1,0,"second","BUS M-A-S NEAR",NA,"M",27.2,2009,1986
"549",4,"transportation",1,0,0,0,0,1,"second","YOU LIKE SORT-OF I  BS YOU HOUSE I BUS NEAR COME-ON DRIVE",NA,"M",27.2,2009,1986
"550",13,"transportation",1,0,0,1,0,0,"second","YOU WORK GO WHICH CAR BUS WHAT TAXI","","F",34.1,2017,1985
"551",17,"transportation",0,0,0,0,0,0,"first","DIRECTIONS HOUSE",NA,"F",36.5,2017,1977
"552",17,"transportation",0,0,0,0,0,1,"first","HE YOU YOU WORK DRIVE BUS WALK STREET WALK OR LIKE WHAT YOU WORK LIKE YOU",NA,"F",36.5,2017,1977
"553",28,"transportation",2,1,0,2,1,1,"third","YOU WHAT WORK BUS OR WALK OR WHATEVER WHICH ","","M",21.9,2017,1999
"554",47,"transportation",1,0,0,0,0,0,"hearing","where do you live?","donde vives?","F",37.9,2017,NA
"555",47,"transportation",0,0,0,0,0,0,"hearing","what do you take to get to work?","que tu tomas a tu trabajo?","F",37.9,2017,NA
"556",50,"transportation",0,0,0,0,0,0,"hearing","And the route that you take to go to work?","Y la routa que tomas para ir al trabajo","F",43.5,2017,NA
"557",23,"transportation",1,1,0,0,0,1,"third","YOU GO CAR HOUSE OR WORK",NA,"F",23.8,2017,1997
"558",23,"transportation",0,0,0,0,0,0,"third","WHICH BUS MOST CLOSE YOU HOUSE",NA,"F",23.8,2017,1997
"559",23,"transportation",1,0,0,0,0,1,"third","CAR GO WORK",NA,"F",23.8,2017,1997
"560",23,"transportation",1,0,0,1,0,2,"third","YOU BUS CAR WHATEVER YOU TAKE-OFF GO UNIVERSITY",NA,"F",23.8,2017,1997
"561",6,"transportation",0,2,0,3,1,2,"second","BUS NEAR HOUSE DONDE STAY NEAR WORK",NA,"F",29.8,2011,1987
"562",7,"transportation",0,1,0,0,0,0,"first","(looks like question word) YOU BUS SCHOOL WHAT",NA,"F",31.8,2008,1983
"563",39,"transportation",0,1,0,1,0,0,"hearing","Transportational that you go en car or xxx?","Que transportable que te vas en caro or xxx?","M",24.7,2010,NA
"564",39,"transportation",0,0,0,0,0,0,"hearing","And for university, what did you go in?","Y la universidad en que ibas?","M",24.7,2010,NA
"565",39,"transportation",1,0,0,1,0,0,"hearing","You walked to university?","Caminabas a la universidad?","M",24.7,2010,NA
"566",39,"transportation",0,0,0,0,0,0,"hearing","The bus would come by your house?","Pasaba el bus por tu casa?","M",24.7,2010,NA
"567",39,"transportation",1,0,0,0,0,0,"hearing","It wasn't by horse?","No fue en caballo?","M",24.7,2010,NA
"568",39,"transportation",1,0,0,0,0,0,"hearing","What are the buses that pass by your husband's house? ","Cuales son los buses que pasan cerca de la case de tu esposo?","M",24.7,2010,NA
"569",39,"transportation",0,0,0,1,0,0,"hearing","What transportation do you use for work?","Que transporte vas a tu trabajo","M",24.7,2010,NA
"570",39,"transportation",1,0,0,1,0,1,"hearing","When you go to school, what transportation?","Cuando vas a la escuela en que transporte","M",24.7,2010,NA
"571",39,"transportation",0,1,0,1,0,1,"hearing","Your mom took you? Your mommy would take you?","Tu mama te llevaba? Tu mami te llevaba","M",24.7,2010,NA
"572",39,"transportation",0,0,0,0,0,1,"hearing","When you go to school","Cuando vas en la escuela","M",24.7,2010,NA
"573",38,"transportation",0,0,0,0,0,0,"hearing","When you studied, what was your transportation?","Cuando estudiabas, en que te transportabas?","F",28.7,2010,NA
"574",38,"transportation",0,0,0,0,0,0,"hearing","The route that is closest to your house?","La routa que queda mas cerca a tu casa?","F",28.7,2010,NA
"575",38,"transportation",0,2,0,0,0,0,"hearing","Which route is closest to your house?","Cual es la routa que es mas cerca a tu casa?","F",28.7,2010,NA
"576",38,"transportation",1,1,0,0,0,0,"hearing","When you go to work, what do you transport in? In what do you transport in?","Cuando vas a trabajo, en que te transportas? En que te transportas?","F",28.7,2010,NA
"577",38,"transportation",0,1,0,0,0,0,"hearing","When you go to university, what do you transport in?","Cuando vas a la universidad en que te transportas?","F",28.7,2010,NA
"578",40,"transportation",2,0,0,0,0,0,"hearing","What is the route closest to your house?","Cual es la routa mas cerca a tu casa?","M",22.6,2010,NA
"579",40,"transportation",1,0,0,0,0,0,"hearing","What is the transportation that take you to your job?","Cual es el transporte que te lleva a tu trabajo?","M",22.6,2010,NA
"580",40,"transportation",0,0,0,0,0,0,"hearing","What is the transportation that take you to university?","Cual es el transporte que te lleva a la universidad","M",22.6,2010,NA
"581",40,"transportation",1,0,0,0,0,0,"hearing","What is the transportation that takes him to university?","Cual es el tranporte que lo lleva a la universidad?","M",22.6,2010,NA
"582",41,"transportation",1,0,0,1,0,0,"hearing","What route do you take to go to school or to work?","En que routa vas a la escuela o el trabajo?","F",24.8,2010,NA
"583",41,"transportation",1,0,0,0,0,0,"hearing","What is the route that passes closest to here?","Cual es la routa que pasa mas cerca de aqui? ","F",24.8,2010,NA
"584",41,"transportation",1,0,0,0,0,0,"hearing","What route - What route do you take to work?","En que- En que routa te vas al trabajo?","F",24.8,2010,NA
"585",41,"transportation",0,1,0,0,0,0,"hearing","And what route do you take to university?","Y en que routa te vas a la universidad?","F",24.8,2010,NA
"586",34,"transportation",1,0,0,0,0,0,"hearing","What transportation takes you to work or school?","En que transporte te lleva al trabajo o la escuela? ","F",NA,2010,NA
"587",34,"transportation",0,0,0,0,0,0,"hearing","What is the closest route that takes you home?","Que routa mas cerca te lleva a tu casa?","F",NA,2010,NA
"588",34,"transportation",1,0,0,0,0,0,"hearing","What route is closest to your home?","Que routa mas cerca te lleva a tu casa?","F",NA,2010,NA
"589",34,"transportation",1,0,0,0,0,0,"hearing","What transportation takes you to work?","En que transprote te lleva a tu trabajo?","F",NA,2010,NA
"590",34,"transportation",1,0,1,0,0,0,"hearing","What do you go in to get to work?","En que te vas al trabajo?","F",NA,2010,NA
"591",34,"transportation",1,0,2,0,0,0,"hearing","What transportation takes you to university?- What takes you to university?","En que transporte te lleva a la universidad - en que te lleva a la universidad?","F",NA,2010,NA
"592",36,"transportation",1,0,0,0,0,0,"hearing","Closest route that passes by your house?","Routa mas cerca que pasa por tu casa?","M",23.8,2010,NA
"593",36,"transportation",1,0,0,0,0,0,"hearing","What takes you home (transportation)?","Que te trae a la casa?","M",23.8,2010,NA
"594",36,"transportation",1,0,0,0,0,0,"hearing","What transportation used to go to work?","En que te (transporte) al trabajo?","M",23.8,2010,NA
"595",36,"transportation",1,0,0,0,0,0,"hearing","What transportation used to go to univeristy?","En que (transporte) a la universidad?","M",23.8,2010,NA
"596",37,"transportation",0,1,0,0,0,1,"hearing","What did you go in to go to university?","En que te ibas para la universidad?","F",55.3,2010,NA
"597",37,"transportation",0,1,0,0,0,0,"hearing","What route would take you?","Que routa te llevaba?","F",55.3,2010,NA
"598",37,"transportation",0,1,0,0,0,0,"hearing","When you use to go to school what did you travel in or what did you go in?","Cuando ibas a tu escuela en que te transportabas o te ibas? ","F",55.3,2010,NA
"599",37,"transportation",0,1,0,0,0,0,"hearing","What is-What is the route that takes you or takes you closest to your house?","Cual es-Cual es la routa que te lleva o que te deja mas cerca a tu casa?","F",55.3,2010,NA
"600",37,"transportation",0,0,0,0,0,0,"hearing","The bus that is closest to you that takes you to your house?","El bus que te queda mas cerca para llevarte a tu casa?","F",55.3,2010,NA
"601",10,"transportation",0,1,0,1,1,0,"second","WHAT YOU HOW ANSNIC ROUTE(?) BUS HOW YOU",NA,"F",27.2,2009,1987
"602",10,"transportation",0,0,0,0,0,0,"second","ANSNIC BUS HOW",NA,"F",27.2,2009,1987
"603",10,"transportation",0,1,0,0,0,2,"second","BUS ANSNIC BUS TAXI (makes ah gesture)",NA,"F",27.2,2009,1987
"604",14,"transportation",0,1,0,0,1,0,"second","YOU BUS GO SCHOOL WHAT QUESTION",NA,"F",23.3,2008,1989
"605",14,"transportation",0,1,0,0,1,0,"second","YOU NUMBER BUS WHAT",NA,"F",23.3,2008,1989
"606",15,"transportation",1,0,1,0,0,1,"third","QUESTION BUS BUS BUS QUESTION YOU BUS YOU BUS QUESTION WHAT",NA,"F",28.8,2017,1994
"607",18,"transportation",1,0,0,0,0,0,"third","QUESTION BUS SCHOOL",NA,"M",19.3,2009,1993
"608",18,"transportation",1,0,0,1,0,0,"third","QUESTION YOU BUS-STOP HOUSE NEAR YOU",NA,"M",19.3,2009,1993
"609",19,"transportation",0,0,0,1,0,0,"third","QUESTION GO SCHOOL BUS GO SCHOOL",NA,"M",18.7,2009,1993
"610",19,"transportation",0,1,0,1,0,0,"third","QUESTION BUS NUMBER NEAR/CLOSE HOUSE YOU HOUSE",NA,"M",18.7,2009,1993
"611",21,"transportation",2,1,1,1,1,0,"second","QUESTION YOU WHAT BUS OR TAXI OR YOU SCHOOL WHAT YOU QUESTION YOU",NA,"M",21.5,2008,1990
"612",25,"transportation",0,0,0,2,0,0,"third","YOU HAVE... YOU HAVE STUDY BUS (inc) HAVE BUS BUS",NA,"F",19.4,2009,1994
"613",26,"transportation",0,1,0,0,0,0,"first","BUS SCHOOL WORK WHAT",NA,"M",50,2017,1974
"614",26,"transportation",0,0,0,0,0,0,"first","YOU BUS R-U-T-A NEAR DIRECTIONS",NA,"M",50,2017,1974
"615",26,"transportation",0,0,0,0,0,0,"first","BUS C-E-R-C-A NEAR DIRECTION NEAR",NA,"M",50,2017,1974
"616",26,"transportation",0,0,0,0,0,0,"first","BUS WORK BUS WORK",NA,"M",50,2017,1974
"617",26,"transportation",0,0,0,0,0,0,"first","BUS T-U UNIVERSITY",NA,"M",50,2017,1974
"618",27,"transportation",1,0,0,0,0,1,"third","ME YOU QUESTION YOU QUESTION YOU GO BUS GO SCHOOL OR YOU GO WORK WHICH WHAT WHICH WHAT",NA,"M",23.4,2017,1998
"619",27,"transportation",1,0,0,1,1,0,"third","QUESTION YOU HAVE HOUSE NEAR BUS WHAT NUMBER WHAT",NA,"M",23.4,2017,1998
"620",27,"transportation",1,0,0,1,1,0,"third","QUESTION YOU BUS TO WORK BUS BUS YOU BUS YOU OKAY",NA,"M",23.4,2017,1998
"621",32,"transportation",0,0,1,1,0,0,"first","WORK WALK BUS DRIVE WHAT BICYCLE WHAT",NA,"M",42.8,2017,1979
"622",33,"transportation",0,3,0,0,2,0,"first","YOU DRIVE WHAT WORK WHAT WHERE YOU WHAT",NA,"F",31,2008,1983
"623",45,"transportation",0,2,0,1,0,0,"second","WORK WHAT COMPUTER? WHAT BUS WHAT",NA,"F",26.5,2011,1990
"624",46,"transportation",0,1,0,0,0,0,"hearing","which route do you take to get to work?","Y cuál es la ruta que tomas para ir a tu trabajo?","M",17,2017,NA
"625",48,"transportation",0,0,1,0,0,1,"hearing","What is the route you take to get to work?","Cual es la routa que tomas para ir al trabajo?","F",20.6,2017,NA
"626",49,"transportation",0,2,0,0,0,0,"hearing","Do you travel on foot, bicycle, car, bus?","Viajas en pie, bicicleta, carro, bus?","M",32.2,2017,NA
"627",3,"transportation",0,1,0,0,2,0,"second","YOU WHAT BUS SCHOOL WHAT",NA,"F",21.8,2008,1990
"628",4,"wake-up",1,0,0,0,0,0,"second","WORK GET-UP TIME",NA,"M",27.2,2009,1986
"629",7,"wake-up",0,1,0,1,0,1,"first","TIME OF D E S D E R… (can't make out rest of fs)",NA,"F",31.8,2008,1983
"630",40,"wake-up",1,1,1,0,0,0,"hearing","At what time do you get up? ","Cual es tu hora de levantarte?","M",22.6,2010,NA
"631",34,"wake-up",0,1,0,0,0,0,"hearing","at what time do you get up?","a que hora te levantaste?","F",27.6,2010,NA
"632",35,"wake-up",0,0,0,0,0,0,"hearing","what time do you wake up at?","a que hora te levantas","F",30.2,2010,NA
"633",1,"wake-up",1,0,0,0,0,1,"second","TIME WAKE-UP TIME",NA,"F",24.4,2008,1989
"634",1,"wake-up",0,0,0,0,0,1,"second","THEN MORNING WAKE-UP TIME",NA,"F",24.4,2008,1989
"635",42,"wake-up",0,0,0,0,0,0,"hearing","What time do you get up?","Que hora te levantas?","M",29.4,2011,NA
"636",2,"wake-up",0,0,0,1,0,0,"second","TIME OF MORNING MORNING",NA,"M",21.9,2008,1990
"637",4,"wake-up",1,0,0,0,0,0,"second","YOU TIME YOU NORMAL TIME GET-UP YOU",NA,"M",27.2,2009,1986
"638",5,"wake-up",1,0,0,1,0,0,"second","TIME WAKE UP WHAT",NA,"M",26.2,2008,1986
"639",13,"wake-up",0,1,0,2,0,1,"second","TIME WAKE-UP MORNING YOU TIME","","F",34.1,2017,1985
"640",17,"wake-up",0,0,0,0,0,3,"first","THE MORNING SLEEP WAKE-UP XXXX TIME YOU",NA,"F",36.5,2017,1977
"641",28,"wake-up",1,1,1,1,0,0,"third","YOU TIME WAKE-UP GET-UP TIME WHAT","","M",21.9,2017,1999
"642",47,"wake-up",1,0,0,0,0,0,"hearing","what time do you get up?","a que horas te levantas?","F",37.9,2017,NA
"643",50,"wake-up",1,0,1,0,0,0,"hearing","What time do you wake-up? Out of habit?","A que horas te levantas? De costumbre?","F",43.5,2017,NA
"644",23,"wake-up",1,0,0,1,0,0,"third","WHAT TIME GET-UP",NA,"F",23.8,2017,1997
"645",6,"wake-up",1,0,0,2,3,0,"second","HOUR GET-UP HOUR GET-UP",NA,"F",29.8,2011,1987
"646",39,"wake-up",0,0,0,1,0,0,"hearing","At what time do you normally get up?","A que hora te llevantas normalmente?","M",24.7,2010,NA
"647",39,"wake-up",0,0,0,0,0,0,"hearing","Also the weekends?","Los fin de semanas tambien?","M",24.7,2010,NA
"648",38,"wake-up",0,0,0,0,0,0,"hearing","The hour that you get up?","La hora que te levantas?","F",28.7,2010,NA
"649",38,"wake-up",0,1,0,0,0,1,"hearing","What time do you get up? What time do you get up?","A que hora te levantas? A que hora te levantas?","F",28.7,2010,NA
"650",41,"wake-up",0,0,0,0,0,0,"hearing","What time do you wake up?","A que hora te levantas?","F",24.8,2010,NA
"651",34,"wake-up",0,1,0,0,0,0,"hearing","What time do you wake-up?","A que hora te levantas?","F",NA,2010,NA
"652",36,"wake-up",0,0,0,0,0,0,"hearing","What time do you get up?","Que hora te levantas?","M",23.8,2010,NA
"653",37,"wake-up",0,0,0,0,0,0,"hearing","At what hour would you get up in the morning?","A que hora te levantas por la mañana?","F",55.3,2010,NA
"654",9,"wake-up",0,0,0,0,0,0,"first","TIME WAKE-UP",NA,"M",31,2008,1983
"655",10,"wake-up",0,1,0,1,0,0,"second","WHAT GET UP MORNING EVENING LIGHT DARK ___ YOU",NA,"F",27.2,2009,1987
"656",11,"wake-up",1,0,0,1,0,2,"second","QUESTION TIME MORNING TIME WHAT",NA,"M",23.1,2008,1989
"657",14,"wake-up",1,1,0,0,1,1,"second","YOU TIME WAKE-UP QUESTION",NA,"F",23.3,2008,1989
"658",15,"wake-up",0,1,2,0,0,2,"third","WAKE-UP WAKE-UP WAKE-UP GET-UP QUESTION WAKE-UP QUESTION WHAT",NA,"F",28.8,2017,1994
"659",16,"wake-up",1,0,0,1,0,0,"third","YOU TIME WHAT GET-UP STRETCH GET-UP WHAT",NA,"M",18,2010,1997
"660",18,"wake-up",1,0,0,1,0,0,"third","QUESTION TIME GET-UP",NA,"M",19.3,2009,1993
"661",19,"wake-up",0,1,0,1,0,0,"third","QUESTION TIME GET-UP",NA,"M",18.7,2009,1993
"662",20,"wake-up",2,0,0,1,0,1,"second","QUESTION TIME GET-UP TIME",NA,"M",23.9,2008,1990
"663",21,"wake-up",0,0,0,1,0,1,"second","QUESTION YOU WHAT TIME WAKE YOU TIME WHAT (inc)",NA,"M",21.5,2008,1990
"664",22,"wake-up",0,1,0,0,0,1,"first","TIME WAKE-UP TIME SLEEP WAKE-UP",NA,"M",30.5,2008,1978
"665",25,"wake-up",0,0,0,1,0,0,"third","TIME YOU WAKE-UP YOU",NA,"F",19.4,2009,1994
"666",26,"wake-up",0,0,0,0,0,0,"first","TIME GET-UP",NA,"M",50,2017,1974
"667",27,"wake-up",1,0,0,1,0,0,"third","QUESTION YOU GET-UP TIME",NA,"M",23.4,2017,1998
"668",29,"wake-up",0,0,0,1,0,0,"third","QUESTION TIME WAKE-UP",NA,"M",15.9,2009,1997
"669",30,"wake-up",1,1,0,0,0,1,"third","TIME YOU TIME GET-UP YOU",NA,"F",16.1,2010,1998
"670",32,"wake-up",0,0,0,1,1,0,"first","TIME YOU MORNING SLEEP YOU WHAT",NA,"M",42.8,2017,1979
"671",32,"wake-up",0,0,0,1,0,1,"first","TIME WAKE-UP YOU",NA,"M",42.8,2017,1979
"672",33,"wake-up",0,0,0,0,0,1,"first","TIME DE WAKE-UP",NA,"F",31,2008,1983
"673",46,"wake-up",0,0,0,0,0,0,"hearing","and when did you get up?","y te levantaste?","M",17,2017,NA
"674",48,"wake-up",0,0,1,0,0,0,"hearing","What time did you get up today?","Hora que to levantastes hoy?","F",20.6,2017,NA
"675",49,"wake-up",1,0,0,0,0,0,"hearing","The time that you get up?","La hora que te levantas?","M",32.2,2017,NA
"676",3,"wake-up",0,1,0,0,0,1,"second","TIME MORNING EYES WAKE-UP GET-UP WAKE-UP TIME",NA,"F",21.8,2008,1990
