"","nonmanual","ID","duration","wh_word","wh_overlap","item","spanish","gloss","cohort","Sex","age","year_tested","year_entry"
"413","Head tilt",40,0.9,"Cual",NA,"transportation","Cual es la routa mas cerca a tu casa?","What is the route closest to your house?","hearing","M",22.6,2010,NA
"414","Head tilt",40,1.46,"Cual",NA,"time","Cual es tu hora de cenar?","At what time do you eat dinner? ","hearing","M",22.6,2010,NA
"415","Head tilt",40,1.23,"Cual",NA,"teacher","Cual es el nombre de tu maestra de tu escuela?","What is the name of your teacher from your school?","hearing","M",22.6,2010,NA
"416","Head tilt",40,0.94,"Cual",NA,"teacher","Cual es el nombre de tu maestra de tu escuela?","What is the name of your teacher from your school?","hearing","M",22.6,2010,NA
"417","Head tilt",40,1.33,"Cual",NA,"transportation","Cual es el transporte que te lleva a tu trabajo?","What is the transportation that take you to your job?","hearing","M",22.6,2010,NA
"418","Head tilt",40,1.08,"Cual",NA,"transportation","Cual es el tranporte que lo lleva a la universidad?","What is the transportation that takes him to university?","hearing","M",22.6,2010,NA
"419","Head tilt",40,0.63,"Como",NA,"name","Como se llama tu mama?","What is your mother's name?","hearing","M",22.6,2010,NA
"420","Shoulder raise",40,1.1,"Cual","Cual","time","Cual es tu hora de levantarte?","At what time do you get up? ","hearing","M",22.6,2010,NA
"421","Brow furrow",41,0.87,"Que","Que","age","Que edad tienes?","How old are you?","hearing","F",24.8,2010,NA
"422","Brow furrow",41,1.04,"Que","Que","town","En que casa vives?","What house do you live in?","hearing","F",24.8,2010,NA
"423","Brow furrow",41,0.62,"Que",NA,"transportation","En que routa vas a la escuela o el trabajo?","What route do you take to go to school or to work?","hearing","F",24.8,2010,NA
"424","Brow furrow",41,0.57,"Cuando","Cuando","mother's birthday","Cuando-Cuando cumpleanos tu mami?","When-When is your mother's birthday?","hearing","F",24.8,2010,NA
"425","Chin lift",41,0.52,"Que","Que","age","Que edad tienes?","How old are you?","hearing","F",24.8,2010,NA
"426","Chin lift",41,1.17,"Que","Que","transportation","Y en que routa te vas a la universidad?","And what route do you take to university?","hearing","F",24.8,2010,NA
"427","Head tilt",41,1.02,"Que",NA,"transportation","En que routa vas a la escuela o el trabajo?","What route do you take to go to school or to work?","hearing","F",24.8,2010,NA
"428","Head tilt",41,1.25,"Cual",NA,"transportation","Cual es la routa que pasa mas cerca de aqui? ","What is the route that passes closest to here?","hearing","F",24.8,2010,NA
"429","Head tilt",41,0.69,"Que",NA,"time","A que hora comes por la noche? La cena.","At what time do you eat at nght? Dinner.","hearing","F",24.8,2010,NA
"430","Head tilt",41,0.75,"Cual",NA,"teacher","Cual es el nombre de tu professora?","What is your professor's name?","hearing","F",24.8,2010,NA
"431","Head tilt",41,0.75,"Cual","Cual","teacher","Cual es el nombre de tu professora?","What is your professor's name?","hearing","F",24.8,2010,NA
"432","Head tilt",41,1.1,"Que","Que","transportation","En que- En que routa te vas al trabajo?","What route - What route do you take to work?","hearing","F",24.8,2010,NA
"433","Brow raise",34,0.56,"Cuando",NA,"birthday","Cuando cumple años?","When is your birthday?","hearing","F",NA,2010,NA
"434","Brow raise",34,1.98,"Que","Cuantos","siblings","Que numer de- Cuantos hermanos tienes?","What number-  How many siblings do you have?","hearing","F",NA,2010,NA
"435","Brow raise",34,1.21,NA,NA,"teacher","El nombre de tu mama- de tu maestra?","The name of your mom- of your teacher?","hearing","F",NA,2010,NA
"436","Chin lift",34,1.65,"Que","Cuantos","siblings","Que numer de- Cuantos hermanos tienes?","What number-  How many siblings do you have?","hearing","F",NA,2010,NA
"437","Chin lift",34,0.94,"Que","Que","wake up time","A que hora te levantas?","What time do you wake-up?","hearing","F",NA,2010,NA
"438","Chin lift",34,0.94,NA,NA,"teacher","El nombre de tu mama- de tu maestra?","The name of your mom- of your teacher?","hearing","F",NA,2010,NA
"439","Head tilt",34,1.89,"Que",NA,"transportation","En que transporte te lleva al trabajo o la escuela? ","What transportation takes you to work or school?","hearing","F",NA,2010,NA
"440","Head tilt",34,1.38,"Que","Que","transportation","Que routa mas cerca te lleva a tu casa?","What route is closest to your home?","hearing","F",NA,2010,NA
"441","Head tilt",34,1.55,"Cuando",NA,"mother's birthday","Cuando cumpleaños tu mama?","When is your mother's birthday?","hearing","F",NA,2010,NA
"442","Head tilt",34,1.24,"Que",NA,"transportation","En que transprote te lleva a tu trabajo?","What transportation takes you to work?","hearing","F",NA,2010,NA
"443","Head tilt",34,0.79,"Que","Que","transportation","En que te vas al trabajo?","What do you go in to get to work?","hearing","F",NA,2010,NA
"444","Head tilt",34,0.76,"Que","Que","transportation","En que transporte te lleva a la universidad - en que te lleva a la universidad?","What transportation takes you to university?- What takes you to university?","hearing","F",NA,2010,NA
"445","Shoulder raise",34,0.56,"Como","Como","teacher","Como se llama tu maestra?","What is the name of your teacher?","hearing","F",NA,2010,NA
"446","Shoulder raise",34,0.84,"Que","Que","transportation","En que te vas al trabajo?","What do you go in to get to work?","hearing","F",NA,2010,NA
"447","Shoulder raise",34,0.75,"Que","Que","transportation","En que transporte te lleva a la universidad - en que te lleva a la universidad?","What transportation takes you to university?- What takes you to university?","hearing","F",NA,2010,NA
"448","Shoulder raise",34,0.89,"Que",NA,"transportation","En que transporte te lleva a la universidad - en que te lleva a la universidad?","What transportation takes you to university?- What takes you to university?","hearing","F",NA,2010,NA
"449","Brow furrow",36,2.48,NA,NA,"mother's birthday","Cummpleanos de tu mama?","Mom's birthday?","hearing","M",23.8,2010,NA
"450","Brow raise",36,1.67,"Cuantos","Cuantos","age","Cuantos anos tienes?","How old are you?","hearing","M",23.8,2010,NA
"451","Brow raise",36,1.49,"Adonde","Adonde","town","Donde vives?","Where do you live?","hearing","M",23.8,2010,NA
"452","Brow raise",36,1.55,"Cuando","Cuando","birthday","Cuando cumples anos?","When is your birthday?","hearing","M",23.8,2010,NA
"453","Brow raise",36,0.78,NA,NA,"teacher","Nombre de tu maestro?","Name of your teacher?","hearing","M",23.8,2010,NA
"454","Chin lift",36,1.11,"Cuando","Cuando","mother's birthday","Cuando es el cumpleanos de tu mama?","When is your mother's birthday?","hearing","M",23.8,2010,NA
"455","Head tilt",36,0.76,"Que",NA,"transportation","Que te trae a la casa?","What takes you home (transportation)?","hearing","M",23.8,2010,NA
"456","Head tilt",36,1.69,NA,NA,"transportation","Routa mas cerca que pasa por tu casa?","Closest route that passes by your house?","hearing","M",23.8,2010,NA
"457","Head tilt",36,0.93,"Que",NA,"transportation","En que te (transporte) al trabajo?","What transportation used to go to work?","hearing","M",23.8,2010,NA
"458","Head tilt",36,2.05,"Que","Que","transportation","En que (transporte) a la universidad?","What transportation used to go to univeristy?","hearing","M",23.8,2010,NA
"459","Shoulder raise",36,0.95,"Cuantos",NA,"siblings","Cuanto hermanos son ustedes?","How many siblings do you have?","hearing","M",23.8,2010,NA
"460","Shoulder raise",36,0.54,NA,NA,"teacher","Nombre de tu maestro?","Name of your teacher?","hearing","M",23.8,2010,NA
"461","Shoulder raise",36,0.45,"Cual",NA,"teacher","Cual es el nombre de to maestro?","What is the name of your teacher?","hearing","M",23.8,2010,NA
"462","Brow raise",37,0.92,"Que","Que","transportation","En que te ibas para la universidad?","What did you go in to go to university?","hearing","F",55.3,2010,NA
"463","Chin lift",37,0.95,"Que","Que","age","Que eda tienes?","How old are you?","hearing","F",55.3,2010,NA
"464","Chin lift",37,1.32,"Cuando","Cuando","birthday","Cuando cumples años?","When is your birthday?","hearing","F",55.3,2010,NA
"465","Chin lift",37,1.14,"Que",NA,"transportation","Cuando ibas a tu escuela en que te transportabas o te ibas? ","When you use to go to school what did you travel in or what did you go in?","hearing","F",55.3,2010,NA
"466","Chin lift",37,0.72,"Cual",NA,"transportation","Cual es-Cual es la routa que te lleva o que te deja mas cerca a tu casa?","What is-What is the route that takes you or takes you closest to your house?","hearing","F",55.3,2010,NA
"467","Chin lift",37,1.16,"Cual","Cual","teacher","Cual era el nombre de tu professora?","What is the name of your professor?","hearing","F",55.3,2010,NA
"468","Chin lift",37,1.26,"Que","Que","mother's birthday","Que dia es el cumpleaños de tu mama?","What is your mother's birthday?","hearing","F",55.3,2010,NA
"469","Chin lift",37,0.69,"Que",NA,"transportation","En que te ibas para la universidad?","What did you go in to go to university?","hearing","F",55.3,2010,NA
"470","Chin lift",37,0.62,"Que","Que","transportation","Que routa te llevaba?","What route would take you?","hearing","F",55.3,2010,NA
"471","Head tilt",37,0.6,NA,NA,"other","Te quedaba cerca tu escuela?","Was your school close?","hearing","F",55.3,2010,NA
"472","Nose wrinkle",9,0.13,"Que",NA,"job",NA,"YOU (inc) DO WORK WHAT WORK WHAT WORK","first","M",31,2008,1983
"473","Chin lift",9,0.53,NA,NA,"favorite food",NA,"FOOD PLEASE","first","M",31,2008,1983
"474","Head tilt",9,0.79,NA,NA,"age",NA,"YOU YEAR","first","M",31,2008,1983
"475","Head tilt",9,1.42,NA,NA,"mother's birthday",NA,"BIRTHDAY YOU MOTHER","first","M",31,2008,1983
"476","Head tilt",9,0.78,"Que",NA,"bed time",NA,"TIME SLEEP WHAT","first","M",31,2008,1983
"477","Shoulder raise",9,1.98,"Que","Que","job",NA,"YOU (inc) DO WORK WHAT WORK WHAT WORK","first","M",31,2008,1983
"478","Brow furrow",10,0.5,"Question","Question","town",NA,"HOUSE QUESTION... WHERE HOUSE QUESTION WHAT","second","F",27.2,2009,1987
"479","Brow furrow",10,1.63,"Cuantos","Cuantos","siblings",NA,"HOW MANY SIBLINGS YOU","second","F",27.2,2009,1987
"480","Brow furrow",10,3.06,"Que","Que","wake up time",NA,"WHAT GET UP MORNING EVENING LIGHT DARK ___ YOU","second","F",27.2,2009,1987
"481","Brow furrow",10,1.44,"Question","Question","job",NA,"QUESTION WORK YOU WHAT","second","F",27.2,2009,1987
"482","Brow furrow",10,3.82,"Que","Que","transportation",NA,"WHAT YOU HOW ANSNIC ROUTE(?) BUS HOW YOU","second","F",27.2,2009,1987
"483","Brow furrow",10,0.56,"Como","Como","bed time",NA,"TIME NIGHT HOW BED/SLEEP YOU","second","F",27.2,2009,1987
"484","Brow furrow",10,2.99,NA,NA,"other",NA,"BOSS NAME YOUR NAME","second","F",27.2,2009,1987
"485","Nose wrinkle",10,0.23,"Question","Question","age",NA,"YEAR QUESTION","second","F",27.2,2009,1987
"486","Nose wrinkle",10,0.19,"Question","Question","town",NA,"HOUSE QUESTION... WHERE HOUSE QUESTION WHAT","second","F",27.2,2009,1987
"487","Nose wrinkle",10,0.11,"Question","Adonde","town",NA,"HOUSE QUESTION... WHERE HOUSE QUESTION WHAT","second","F",27.2,2009,1987
"488","Nose wrinkle",10,0.26,"Que","Que","transportation",NA,"WHAT YOU HOW ANSNIC ROUTE(?) BUS HOW YOU","second","F",27.2,2009,1987
"489","Nose wrinkle",10,0.23,"Como",NA,"bed time",NA,"TIME NIGHT HOW BED/SLEEP YOU","second","F",27.2,2009,1987
"490","Nose wrinkle",10,0.28,"Como","Como","bed time",NA,"TIME NIGHT HOW BED/SLEEP YOU","second","F",27.2,2009,1987
"491","Brow raise",10,0.61,NA,NA,"birthday",NA,"BIRTHDAY YOU BIRTHDAY","second","F",27.2,2009,1987
"492","Brow raise",10,0.71,NA,NA,"transportation",NA,"BUS ANSNIC BUS TAXI (makes ah gesture)","second","F",27.2,2009,1987
"493","Brow raise",10,0.36,NA,NA,"transportation",NA,"BUS ANSNIC BUS TAXI (makes ah gesture)","second","F",27.2,2009,1987
"494","Chin lift",10,0.42,"Question","Question","age",NA,"YEAR QUESTION","second","F",27.2,2009,1987
"495","Chin lift",10,0.43,"Question","Question","town",NA,"HOUSE QUESTION WHAT","second","F",27.2,2009,1987
"496","Chin lift",10,1.51,"Question","Adonde","town",NA,"HOUSE QUESTION... WHERE HOUSE QUESTION WHAT","second","F",27.2,2009,1987
"497","Chin lift",10,0.59,"Que",NA,"wake up time",NA,"WHAT GET UP MORNING EVENING LIGHT DARK ___ YOU","second","F",27.2,2009,1987
"498","Chin lift",10,0.65,NA,NA,"mother's birthday",NA,"YOU YOUR MOTHER BIRTHDAY YOU","second","F",27.2,2009,1987
"499","Chin lift",10,0.53,"Question","Que","job",NA,"QUESTION WORK YOU WHAT","second","F",27.2,2009,1987
"500","Chin lift",10,0.41,"Que","Que","transportation",NA,"WHAT YOU HOW ANSNIC ROUTE(?) BUS HOW YOU","second","F",27.2,2009,1987
"501","Chin lift",10,0.61,NA,NA,"transportation",NA,"BUS ANSNIC BUS TAXI (makes ah gesture)","second","F",27.2,2009,1987
"502","Chin lift",10,0.26,"Como",NA,"bed time",NA,"TIME NIGHT HOW BED/SLEEP YOU","second","F",27.2,2009,1987
"503","Head tilt",10,1.02,NA,NA,"mother's birthday",NA,"YOU YOUR MOTHER BIRTHDAY YOU","second","F",27.2,2009,1987
"504","Brow furrow",11,1.33,"Question","Question","age",NA," QUESTION YOU YEAR","second","M",23.1,2008,1989
"505","Brow furrow",11,0.79,"Question","Question","siblings",NA,"QUESTION NUMBER YOU SIBLINGS","second","M",23.1,2008,1989
"506","Brow furrow",11,0.42,"Question",NA,"wake up time",NA,"QUESTION TIME MORNING TIME WHAT","second","M",23.1,2008,1989
"507","Brow furrow",11,0.4,"Question","Question","time",NA,"QUESTION MORNING YOU SCHOOL TIME","second","M",23.1,2008,1989
"508","Brow furrow",11,1.01,"Question","Question","birthday",NA,"YOU pause QUESTION YOU BIRTHDAY","second","M",23.1,2008,1989
"509","Brow furrow",11,0.85,"Question","Question","birthday",NA,"QUESTION YOU MOTHER BIRTHDAY WHAT (inc)QUESTION,T=Wh word,B=87070,E=87750","second","M",23.1,2008,1989
"510","Brow furrow",11,0.47,"Question","Question","bed time",NA,"QUESTION TIME BED YOU","second","M",23.1,2008,1989
"511","Brow furrow",11,1.6,"Question","Question","friend",NA," QUESTION (inc) YOU QUESTION YOU FRIEND NAME FRIEND YOU","second","M",23.1,2008,1989
"512","Brow furrow",11,0.53,"Question",NA,"friend",NA," QUESTION (inc) YOU QUESTION YOU FRIEND NAME FRIEND YOU","second","M",23.1,2008,1989
"513","Nose wrinkle",11,0.12,"Question",NA,"town",NA,"QUESTION  YOU LOCATION HOME","second","M",23.1,2008,1989
"514","Nose wrinkle",11,0.23,"Question",NA,"friend",NA," QUESTION (inc) YOU QUESTION YOU FRIEND NAME FRIEND YOU","second","M",23.1,2008,1989
"515","Brow raise",11,0.5,"Question","Question","wake up time",NA,"QUESTION TIME MORNING TIME WHAT","second","M",23.1,2008,1989
"516","Brow raise",11,0.82,"Question",NA,"wake up time",NA,"QUESTION TIME MORNING TIME WHAT","second","M",23.1,2008,1989
"517","Brow raise",11,0.34,"Question",NA,"time",NA,"QUESTION MORNING YOU SCHOOL TIME","second","M",23.1,2008,1989
"518","Brow raise",11,0.41,"Question","Question","time",NA,"QUESTION MORNING YOU SCHOOL TIME","second","M",23.1,2008,1989
"519","Brow raise",11,0.15,"Question",NA,"birthday",NA,"QUESTION YOU MOTHER BIRTHDAY WHAT (inc)QUESTION,T=Wh word,B=87070,E=87750","second","M",23.1,2008,1989
"520","Brow raise",11,0.29,"Question","Question","bed time",NA,"QUESTION TIME BED YOU","second","M",23.1,2008,1989
"521","Brow raise",11,0.29,"Question",NA,"supermarket",NA," QUESTION SUPERMARKET SUPERMARKET","second","M",23.1,2008,1989
"522","Chin lift",11,0.69,"Question","Question","age",NA," QUESTION YOU YEAR","second","M",23.1,2008,1989
"523","Chin lift",11,0.15,"Question",NA,"time",NA,"QUESTION MORNING YOU SCHOOL TIME","second","M",23.1,2008,1989
"524","Chin lift",11,0.78,"Question","Question","town",NA,"QUESTION  YOU LOCATION HOME","second","M",23.1,2008,1989
"525","Chin lift",11,0.3,"Question",NA,"town",NA,"QUESTION  YOU LOCATION HOME","second","M",23.1,2008,1989
"526","Chin lift",11,0.62,"Question","Question","birthday",NA,"YOU pause QUESTION YOU BIRTHDAY","second","M",23.1,2008,1989
"527","Chin lift",11,0.59,"Question","Question","birthday",NA,"QUESTION YOU MOTHER BIRTHDAY WHAT (inc)QUESTION,T=Wh word,B=87070,E=87750","second","M",23.1,2008,1989
"528","Chin lift",11,0.29,"Question","Question","bed time",NA,"QUESTION TIME BED YOU","second","M",23.1,2008,1989
"529","Chin lift",11,0.29,"Question",NA,"supermarket",NA," QUESTION SUPERMARKET SUPERMARKET","second","M",23.1,2008,1989
"530","Head tilt",11,1.8,"Question","Question","age",NA," QUESTION YOU YEAR","second","M",23.1,2008,1989
"531","Head tilt",11,1.98,"Question","Question","favorite food",NA," QUESTION FOOD PLEASE","second","M",23.1,2008,1989
"532","Head tilt",11,1.9,"Question","Question","siblings",NA,"QUESTION NUMBER YOU SIBLINGS","second","M",23.1,2008,1989
"533","Head tilt",11,1.59,"Question","Question","wake up time",NA,"QUESTION TIME MORNING TIME WHAT","second","M",23.1,2008,1989
"534","Head tilt",11,1.93,"Question","Question","time",NA,"QUESTION MORNING YOU SCHOOL TIME","second","M",23.1,2008,1989
"535","Head tilt",11,0.61,"Question",NA,"birthday",NA,"QUESTION YOU MOTHER BIRTHDAY WHAT (inc)QUESTION,T=Wh word,B=87070,E=87750","second","M",23.1,2008,1989
"536","Head tilt",11,0.67,"Question","Question","bed time",NA,"QUESTION TIME BED YOU","second","M",23.1,2008,1989
"537","Shoulder raise",11,1.72,NA,NA,"name",NA,"NAME YOU (inc)","second","M",23.1,2008,1989
"538","Shoulder raise",11,1.92,"Question",NA,"siblings",NA,"QUESTION NUMBER YOU SIBLINGS","second","M",23.1,2008,1989
"539","Shoulder raise",11,1.4,"Question",NA,"time",NA,"QUESTION MORNING YOU SCHOOL TIME","second","M",23.1,2008,1989
"540","Brow furrow",12,1.04,"Que","Que","other",NA,"SCHOOL SCHOOL WHAT YOU","third","M",17.9,2010,1998
"541","Brow furrow",12,1.49,"Que",NA,"time",NA,"TIME XXX TIME WHAT","third","M",17.9,2010,1998
"542","Brow furrow",12,0.85,NA,NA,"other",NA,"MORE BELIEF YOU HOUSE","third","M",17.9,2010,1998
"543","Brow furrow",12,1.16,"Que","Que","time",NA,"TIME WHAT TIME WHAT","third","M",17.9,2010,1998
"544","Brow furrow",12,0.54,"Que",NA,"teacher",NA,"NAME DE TEACHER WHAT","third","M",17.9,2010,1998
"545","Nose wrinkle",12,0.6,"Que",NA,"birthday",NA,"YOU WHAT BIRTHDAY WHAT","third","M",17.9,2010,1998
"546","Nose wrinkle",12,1.04,"Que","Que","other",NA,"SCHOOL SCHOOL WHAT YOU","third","M",17.9,2010,1998
"547","Nose wrinkle",12,1.16,"Que","Que","time",NA,"TIME WHAT TIME WHAT","third","M",17.9,2010,1998
"548","Nose wrinkle",12,1.1,"Que","Que","teacher",NA,"NAME DE TEACHER WHAT","third","M",17.9,2010,1998
"549","Nose wrinkle",12,1.04,"Que",NA,"job",NA,"XXX WORK WHAT","third","M",17.9,2010,1998
"550","Nose wrinkle",12,1.02,"Que",NA,"job",NA,"YOU UNIVERSITY WHAT","third","M",17.9,2010,1998
"551","Brow raise",12,0.51,"Que",NA,"birthday",NA,"YOU WHAT BIRTHDAY WHAT","third","M",17.9,2010,1998
"552","Brow raise",12,0.8,"Que","Que","birthday",NA,"YOU WHAT BIRTHDAY WHAT","third","M",17.9,2010,1998
"553","Brow raise",12,1.58,NA,NA,"siblings",NA,"NUMBER SIBLINGS YOU","third","M",17.9,2010,1998
"554","Brow raise",12,0.93,NA,NA,"other",NA,"MORE BELIEF YOU HOUSE","third","M",17.9,2010,1998
"555","Brow raise",12,0.55,"Que",NA,"time",NA,"TIME WHAT TIME WHAT","third","M",17.9,2010,1998
"556","Brow raise",12,0.5,"Que",NA,"teacher",NA,"NAME DE TEACHER WHAT","third","M",17.9,2010,1998
"557","Brow raise",12,0.58,"Que",NA,"mother’s birthday",NA,"BIRTHDAY YOU MAMA WHAT(?)","third","M",17.9,2010,1998
"558","Brow raise",12,0.9,"Que",NA,"job",NA,"YOU UNIVERSITY WHAT","third","M",17.9,2010,1998
"559","Chin lift",12,0.8,"Que","Que","birthday",NA,"YOU WHAT BIRTHDAY WHAT","third","M",17.9,2010,1998
"560","Chin lift",12,1.04,"Que",NA,"job",NA,"XXX WORK WHAT","third","M",17.9,2010,1998
"561","Head tilt",12,0.77,"Que",NA,"birthday",NA,"YOU WHAT BIRTHDAY WHAT","third","M",17.9,2010,1998
"562","Head tilt",12,1.03,NA,NA,"siblings",NA,"NUMBER SIBLINGS YOU","third","M",17.9,2010,1998
"563","Head tilt",12,0.86,"Que",NA,"time",NA,"TIME XXX TIME WHAT","third","M",17.9,2010,1998
"564","Head tilt",12,1.11,NA,NA,"other",NA,"MORE BELIEF YOU HOUSE","third","M",17.9,2010,1998
"565","Head tilt",12,0.83,"Que",NA,"mother’s birthday",NA,"BIRTHDAY YOU MAMA WHAT(?)","third","M",17.9,2010,1998
"566","Head tilt",12,1.04,"Que",NA,"job",NA,"XXX WORK WHAT","third","M",17.9,2010,1998
"567","Head tilt",12,1.67,"Que","Que","job",NA,"YOU UNIVERSITY WHAT","third","M",17.9,2010,1998
"568","Brow furrow",14,0.59,"Question","Question","name",NA,"YOU QUESTION YOU NAME","second","F",23.3,2008,1989
"569","Brow furrow",14,0.46,"Question",NA,"age",NA,"YOU YEAR QUESTION","second","F",23.3,2008,1989
"570","Brow furrow",14,0.95,"Question","Question","favorite food",NA,"YOU FOOD LIKE QUESTION WHAT","second","F",23.3,2008,1989
"571","Brow furrow",14,0.53,"Question",NA,"siblings",NA,"NUMBER YOU SIBLINGS QUESTION","second","F",23.3,2008,1989
"572","Brow furrow",14,0.51,"Question",NA,"supermarket",NA,"YOU SUPERMARKET QUESTION YOU SUPERMARKET YOU SUPERMARKET","second","F",23.3,2008,1989
"573","Brow furrow",14,1.51,"Question","Question","supermarket",NA,"YOU SUPERMARKET QUESTION YOU SUPERMARKET YOU SUPERMARKET","second","F",23.3,2008,1989
"574","Brow furrow",14,1.31,"Adonde","Adonde","town",NA,"WHERE YOU LOCATION HOUSE QUESTION","second","F",23.3,2008,1989
"575","Brow furrow",14,0.27,"Adonde","Adonde","town",NA,"WHERE YOU HOUSE (inc) LOCATION point in space WHERE YOU CASA QUESTION","second","F",23.3,2008,1989
"576","Brow furrow",14,0.77,"Question","Question","birthday",NA,"BIRTHDAY QUESTION YOU","second","F",23.3,2008,1989
"577","Brow furrow",14,1.98,NA,NA,"friend",NA,"YOU FRIEND NAME YOU FRIEND","second","F",23.3,2008,1989
"578","Nose wrinkle",14,0.44,"Question","Question","name",NA,"YOU QUESTION YOU NAME","second","F",23.3,2008,1989
"579","Nose wrinkle",14,0.29,"Question",NA,"age",NA,"YOU YEAR QUESTION","second","F",23.3,2008,1989
"580","Nose wrinkle",14,0.42,"Question","Question","favorite food",NA,"YOU FOOD LIKE QUESTION WHAT","second","F",23.3,2008,1989
"581","Nose wrinkle",14,0.46,"Question",NA,"wake up time",NA,"YOU TIME WAKE-UP QUESTION","second","F",23.3,2008,1989
"582","Nose wrinkle",14,0.51,"Que",NA,"transportation",NA,"YOU BUS GO SCHOOL WHAT QUESTION","second","F",23.3,2008,1989
"583","Nose wrinkle",14,0.36,"Que",NA,"transportation",NA,"YOU NUMBER BUS WHAT","second","F",23.3,2008,1989
"584","Nose wrinkle",14,0.26,"Adonde","Adonde","town",NA,"WHERE YOU LOCATION HOUSE QUESTION","second","F",23.3,2008,1989
"585","Nose wrinkle",14,0.43,"Adonde",NA,"town",NA,"WHERE YOU HOUSE (inc) LOCATION point in space WHERE YOU CASA QUESTION","second","F",23.3,2008,1989
"586","Nose wrinkle",14,0.29,"Adonde","Adonde","town",NA,"WHERE YOU HOUSE (inc) LOCATION point in space WHERE YOU CASA QUESTION","second","F",23.3,2008,1989
"587","Brow raise",14,0.47,"Question",NA,"wake up time",NA,"YOU TIME WAKE-UP QUESTION","second","F",23.3,2008,1989
"588","Chin lift",14,0.44,"Question","Question","name",NA,"YOU QUESTION YOU NAME","second","F",23.3,2008,1989
"589","Chin lift",14,0.68,"Question",NA,"supermarket",NA,"YOU SUPERMARKET QUESTION YOU SUPERMARKET YOU SUPERMARKET","second","F",23.3,2008,1989
"590","Chin lift",14,0.89,"Question","Question","supermarket",NA,"YOU SUPERMARKET QUESTION YOU SUPERMARKET YOU SUPERMARKET","second","F",23.3,2008,1989
"591","Chin lift",14,0.18,"Question",NA,"wake up time",NA,"YOU TIME WAKE-UP QUESTION","second","F",23.3,2008,1989
"592","Chin lift",14,0.8,"Que",NA,"transportation",NA,"YOU BUS GO SCHOOL WHAT QUESTION","second","F",23.3,2008,1989
"593","Chin lift",14,0.71,"Que",NA,"transportation",NA,"YOU NUMBER BUS WHAT","second","F",23.3,2008,1989
"594","Chin lift",14,0.43,"Adonde",NA,"town",NA,"WHERE YOU HOUSE (inc) LOCATION point in space WHERE YOU CASA QUESTION","second","F",23.3,2008,1989
"595","Chin lift",14,1.15,"Adonde","Adonde","town",NA,"WHERE YOU HOUSE (inc) LOCATION point in space WHERE YOU CASA QUESTION","second","F",23.3,2008,1989
"596","Chin lift",14,0.76,NA,NA,"friend",NA,"YOU FRIEND NAME YOU FRIEND","second","F",23.3,2008,1989
"597","Head tilt",14,1.06,"Question",NA,"siblings",NA,"NUMBER YOU SIBLINGS QUESTION","second","F",23.3,2008,1989
"598","Head tilt",14,0.89,"Question","Question","supermarket",NA,"YOU SUPERMARKET QUESTION YOU SUPERMARKET YOU SUPERMARKET","second","F",23.3,2008,1989
"599","Head tilt",14,0.64,"Question",NA,"wake up time",NA,"YOU TIME WAKE-UP QUESTION","second","F",23.3,2008,1989
"600","Head tilt",14,0.85,"Question","Question","birthday",NA,"BIRTHDAY QUESTION YOU","second","F",23.3,2008,1989
"601","Head tilt",14,0.795,"Question",NA,"mother's birthday",NA,"YOU BIRTHDAY YOU MOTHER QUESTION","second","F",23.3,2008,1989
"602","Head tilt",14,0.79,"Question","Question","mother's birthday",NA,"YOU BIRTHDAY YOU MOTHER QUESTION","second","F",23.3,2008,1989
"603","Head tilt",14,0.59,"Question",NA,"bed time",NA,"YOU (inc) TIME YOU SLEEP NIGHT YOU QUESTION","second","F",23.3,2008,1989
"604","Head tilt",14,0.76,NA,NA,"friend",NA,"YOU FRIEND NAME YOU FRIEND","second","F",23.3,2008,1989
"605","Shoulder raise",14,1.22,"Question","Question","favorite food",NA,"YOU FOOD LIKE QUESTION WHAT","second","F",23.3,2008,1989
"606","Brow furrow",15,0.675,"Question","Question","age",NA,"QUESTION YEARS WHAT","third","F",28.8,2017,1994
"607","Brow furrow",15,1.123,"Que",NA,"town",NA,"HOUSE WHAT QUESTION WHAT","third","F",28.8,2017,1994
"608","Brow furrow",15,1.19,"Question","Question","birthday",NA,"QUESTION YOU BIRTHDAY WHEN BIRTHDAY WHEN","third","F",28.8,2017,1994
"609","Brow furrow",15,3.3,"Question","Question","other",NA,"SCHOOL QUESTION QUESTION SCHOOL WHAT SCHOOL QUESTION SCHOOL","third","F",28.8,2017,1994
"610","Brow furrow",15,2.08,"Question","Question","other",NA,"SCHOOL QUESTION QUESTION SCHOOL WHAT SCHOOL QUESTION SCHOOL","third","F",28.8,2017,1994
"611","Brow furrow",15,0.89,"Que",NA,"siblings",NA,"NUMBER WHAT QUESTION WHAT SIBLINGS WHAT","third","F",28.8,2017,1994
"612","Brow furrow",15,0.54,"Que","Que","siblings",NA,"NUMBER WHAT QUESTION WHAT SIBLINGS WHAT","third","F",28.8,2017,1994
"613","Brow furrow",15,0.228,"Que",NA,"siblings",NA,"NUMBER WHAT QUESTION WHAT SIBLINGS WHAT","third","F",28.8,2017,1994
"614","Brow furrow",15,2.74,"Question","Question","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"615","Brow furrow",15,1.39,"Question","Question","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
